pulled_at,calendar_year,date,dk_ownerships,dk_salaries,event_id,event_name,fd_ownerships,fd_salaries,tour
2026-07-13T05:31:47+00:00,2021,2021-08-15,yes,yes,13,Wyndham Championship,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-08-15,no,no,2021128,Cazoo Classic,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-08-08,no,no,2021126,Hero Open,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-08-08,yes,yes,476,World Golf Championships-FedEx St. Jude Invitational,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-08-01,yes,yes,519,Olympic Men's Golf Competition,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-08-01,no,no,2021124,ISPS HANDA World Invitational presented by Modest! Golf Management,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-07-25,yes,yes,525,3M Open,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-07-25,no,no,2021123,Cazoo Open supported by Gareth Bale,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-07-18,yes,yes,100,The Open Championship,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-07-18,yes,yes,518,Barbasol Championship,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-07-11,no,no,2021121,abrdn Scottish Open,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-07-11,yes,yes,30,John Deere Classic,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-07-04,no,no,2021120,Dubai Duty Free Irish Open,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-07-04,yes,yes,524,Rocket Mortgage Classic,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-06-27,no,no,2021119,BMW International Open,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-06-27,yes,yes,34,Travelers Championship,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-06-20,yes,yes,535,U.S. Open #2,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-06-13,yes,yes,538,Palmetto Championship at Congaree,no,no,pga
2026-07-13T05:31:47+00:00,2021,2021-06-13,no,no,2021117,Scandinavian Mixed Hosted by Henrik & Annika,no,no,euro
2026-07-13T05:31:47+00:00,2021,2021-06-06,no,no,2021116,Porsche European Open,no,no,euro
