player_1,player_2,win_percent,wins_of_10000
Peter Malnati,Rasmus Hojgaard,38.7,3866
Peter Malnati,Billy Horschel,25.3,2534
Peter Malnati,Beau Hossler,26.3,2625
Peter Malnati,Mark Hubbard,31.9,3189
Peter Malnati,Mackenzie Hughes,26.2,2625
Peter Malnati,Sungjae Im,26.1,2610
Peter Malnati,Stephan Jaeger,39.4,3937
Peter Malnati,Ben James,22.2,2219
Peter Malnati,Takumi Kanaya,31.7,3170
Peter Malnati,Jeffrey Kang,37.7,3774
Peter Malnati,Johnny Keefer,27.2,2722
Peter Malnati,Michael Kim,24.9,2493
Peter Malnati,Tom Kim,14.7,1474
Peter Malnati,Chris Kirk,28.7,2872
Peter Malnati,Patton Kizzire,69.2,6916
Peter Malnati,Brooks Koepka,25.7,2574
Peter Malnati,Ben Kohles,13.9,1389
Peter Malnati,Jackson Koivun,15.8,1575
Peter Malnati,Matt Kuchar,20.6,2058
Peter Malnati,Christo Lamprecht,71.8,7184
Peter Malnati,Hank Lebioda,40.3,4032
Peter Malnati,Haotong Li,44.4,4438
Peter Malnati,David Lipsky,29.8,2979
Peter Malnati,Luke List,33.5,3347
Peter Malnati,Justin Lower,35.3,3535
Peter Malnati,Hideki Matsuyama,16.6,1665
Peter Malnati,Denny McCarthy,24.8,2484
Peter Malnati,Matt McCarty,29.5,2953
Peter Malnati,Max McGreevy,24.8,2477
Peter Malnati,Maverick McNealy,23.9,2388
Peter Malnati,Mac Meissner,21.6,2165
Peter Malnati,Keith Mitchell,24.3,2427
Peter Malnati,Taylor Moore,35.6,3564
Peter Malnati,William Mouw,27.5,2748
Peter Malnati,Rasmus Neergaard-Petersen,24.7,2474
Peter Malnati,Alex Noren,26.2,2618
Peter Malnati,Andrew Novak,33.2,3323
Peter Malnati,Pontus Nyholm,43.4,4344
Peter Malnati,Thorbjorn Olesen,39.9,3989
Peter Malnati,John Parry,33.3,3325
Peter Malnati,Matthieu Pavon,38.2,3815
Peter Malnati,Taylor Pendrith,38.0,3797
Peter Malnati,Marco Penge,27.3,2735
Peter Malnati,Chandler Phillips,28.5,2848
Peter Malnati,J.T. Poston,18.6,1864
Peter Malnati,Aldrich Potgieter,39.8,3978
Peter Malnati,Seamus Power,33.4,3343
Peter Malnati,Andrew Putnam,27.2,2716
Peter Malnati,Aaron Rai,16.1,1607
Peter Malnati,Chad Ramey,48.0,4800
Peter Malnati,Davis Riley,41.8,4175
Peter Malnati,Patrick Rodgers,46.2,4617
Peter Malnati,Kevin Roy,34.1,3406
Peter Malnati,Marcelo Rozo,41.7,4172
Peter Malnati,Adrien Saddier,35.2,3525
Peter Malnati,Gordon Sargent,43.2,4316
Peter Malnati,Adam Schenk,45.5,4552
Peter Malnati,Matti Schmid,40.2,4024
Peter Malnati,Ben Silverman,30.5,3046
Peter Malnati,Webb Simpson,44.7,4473
Peter Malnati,Alex Smalley,26.0,2604
Peter Malnati,Jordan Smith,20.2,2016
Peter Malnati,Austin Smotherman,39.6,3958
Peter Malnati,Brandt Snedeker,25.5,2545
Peter Malnati,Jordan Spieth,33.4,3337
Peter Malnati,Sam Stevens,37.2,3717
Peter Malnati,Sepp Straka,34.1,3406
Peter Malnati,Kevin Streelman,29.7,2972
Peter Malnati,Jackson Suber,22.5,2251
Peter Malnati,Adam Svensson,38.3,3829
Peter Malnati,Jesper Svensson,35.8,3582
Peter Malnati,Nick Taylor,23.5,2353
Peter Malnati,Sahith Theegala,28.2,2815
Peter Malnati,Justin Thomas,15.4,1541
Peter Malnati,Davis Thompson,22.8,2285
Peter Malnati,Alejandro Tosti,52.9,5291
Peter Malnati,Erik van Rooyen,30.8,3075
Peter Malnati,John VanDerLaan,42.2,4215
Peter Malnati,Karl Vilips,41.2,4125
Peter Malnati,Camilo Villegas,34.4,3442
Peter Malnati,Danny Walker,58.3,5832
Peter Malnati,Matt Wallace,22.6,2264
Peter Malnati,Vince Whaley,45.8,4583
Peter Malnati,Aaron Wise,27.2,2720
Peter Malnati,Dylan Wu,39.2,3924
Peter Malnati,Cameron Young,15.3,1525
Peter Malnati,Kevin Yu,23.0,2302
Hideki Matsuyama,Zach Bauchou,64.4,6439
Hideki Matsuyama,Christiaan Bezuidenhout,55.6,5558
Hideki Matsuyama,Daniel Berger,76.7,7667
Hideki Matsuyama,Zac Blair,51.5,5152
Hideki Matsuyama,Chandler Blanchet,71.8,7176
Hideki Matsuyama,Keegan Bradley,54.4,5441
Hideki Matsuyama,Michael Brennan,62.6,6258
Hideki Matsuyama,Brian Campbell,75.0,7497
Hideki Matsuyama,Rafael Campos,79.8,7983
Hideki Matsuyama,Ricky Castillo,63.6,6358
Hideki Matsuyama,Bud Cauley,50.1,5010
Hideki Matsuyama,Davis Chatfield,63.6,6364
Hideki Matsuyama,Luke Clanton,67.6,6756
Hideki Matsuyama,Eric Cole,59.7,5966
Hideki Matsuyama,Pierceson Coody,73.6,7359
Hideki Matsuyama,Joel Dahmen,61.4,6138
Hideki Matsuyama,Cam Davis,83.2,8324
Hideki Matsuyama,Jason Day,73.7,7368
Hideki Matsuyama,Zecheng Dou,70.6,7059
Hideki Matsuyama,Adrien Dumont de Chassart,73.5,7348
Hideki Matsuyama,Nick Dunlap,78.7,7874
Hideki Matsuyama,Nico Echavarria,61.2,6121
Hideki Matsuyama,Austin Eckroat,68.7,6868
Hideki Matsuyama,Harris English,58.7,5873
Hideki Matsuyama,Tony Finau,71.7,7173
Hideki Matsuyama,Patrick Fishburn,65.2,6522
Hideki Matsuyama,Steven Fisk,74.5,7449
Hideki Matsuyama,Alex Fitzpatrick,47.8,4785
Hideki Matsuyama,Brice Garnett,67.8,6777
Hideki Matsuyama,Ryan Gerard,49.1,4911
Hideki Matsuyama,Doug Ghim,52.2,5217
Hideki Matsuyama,Lucas Glover,65.1,6511
Hideki Matsuyama,Max Greyserman,72.5,7245
Hideki Matsuyama,Ben Griffin,48.7,4873
Hideki Matsuyama,Lanto Griffin,73.5,7351
Hideki Matsuyama,Emiliano Grillo,52.5,5250
Hideki Matsuyama,Harry Hall,74.9,7493
Hideki Matsuyama,Brian Harman,53.7,5366
Hideki Matsuyama,Garrick Higgo,78.2,7824
Hideki Matsuyama,Joe Highsmith,77.5,7747
Hideki Matsuyama,Kensei Hirata,81.5,8152
Hideki Matsuyama,Ryo Hisatsune,60.8,6084
Hideki Matsuyama,Lee Hodges,59.9,5995
Hideki Matsuyama,Rico Hoey,67.1,6715
Hideki Matsuyama,Tom Hoge,67.1,6710
Hideki Matsuyama,Rasmus Hojgaard,75.2,7517
Hideki Matsuyama,Billy Horschel,62.0,6195
Hideki Matsuyama,Beau Hossler,63.0,6303
Hideki Matsuyama,Mark Hubbard,69.1,6905
Hideki Matsuyama,Mackenzie Hughes,63.0,6302
Hideki Matsuyama,Sungjae Im,62.8,6285
Hideki Matsuyama,Stephan Jaeger,75.8,7575
Hideki Matsuyama,Ben James,58.0,5802
Hideki Matsuyama,Takumi Kanaya,68.9,6887
Hideki Matsuyama,Jeffrey Kang,74.4,7440
Hideki Matsuyama,Johnny Keefer,64.1,6413
Hideki Matsuyama,Michael Kim,61.5,6147
Hideki Matsuyama,Tom Kim,46.8,4683
Hideki Matsuyama,Chris Kirk,65.8,6578
Hideki Matsuyama,Patton Kizzire,92.9,9290
Hideki Matsuyama,Brooks Koepka,62.4,6243
Hideki Matsuyama,Ben Kohles,45.3,4534
Hideki Matsuyama,Jackson Koivun,48.5,4855
Hideki Matsuyama,Matt Kuchar,55.8,5584
Hideki Matsuyama,Christo Lamprecht,93.9,9390
Hideki Matsuyama,Hank Lebioda,76.5,7652
Hideki Matsuyama,Haotong Li,79.6,7958
Hideki Matsuyama,David Lipsky,66.9,6692
Hideki Matsuyama,Luke List,70.6,7059
Hideki Matsuyama,Justin Lower,72.3,7231
Hideki Matsuyama,Peter Malnati,83.4,8335
Hideki Matsuyama,Denny McCarthy,61.4,6136
Hideki Matsuyama,Matt McCarty,66.6,6664
Hideki Matsuyama,Max McGreevy,61.3,6127
Hideki Matsuyama,Maverick McNealy,60.2,6018
Hideki Matsuyama,Mac Meissner,57.3,5730
Hideki Matsuyama,Keith Mitchell,60.7,6066
Hideki Matsuyama,Taylor Moore,72.6,7257
Hideki Matsuyama,William Mouw,64.4,6443
Hideki Matsuyama,Rasmus Neergaard-Petersen,61.2,6123
Hideki Matsuyama,Alex Noren,62.9,6295
Hideki Matsuyama,Andrew Novak,70.4,7036
Hideki Matsuyama,Pontus Nyholm,78.9,7890
Hideki Matsuyama,Thorbjorn Olesen,76.2,7617
Hideki Matsuyama,John Parry,70.4,7038
Hideki Matsuyama,Matthieu Pavon,74.8,7475
Hideki Matsuyama,Taylor Pendrith,74.6,7459
Hideki Matsuyama,Marco Penge,64.3,6428
Hideki Matsuyama,Chandler Phillips,65.5,6553
Hideki Matsuyama,J.T. Poston,53.1,5307
Hideki Matsuyama,Aldrich Potgieter,76.1,7609
Hideki Matsuyama,Seamus Power,70.5,7054
Hideki Matsuyama,Andrew Putnam,64.1,6407
Hideki Matsuyama,Aaron Rai,49.1,4906
Hideki Matsuyama,Chad Ramey,82.1,8207
Hideki Matsuyama,Davis Riley,77.6,7763
Hideki Matsuyama,Patrick Rodgers,80.8,8084
Hideki Matsuyama,Kevin Roy,71.1,7113
Hideki Matsuyama,Marcelo Rozo,77.6,7761
Hideki Matsuyama,Adrien Saddier,72.2,7223
Hideki Matsuyama,Gordon Sargent,78.7,7869
Hideki Matsuyama,Adam Schenk,80.4,8039
Hideki Matsuyama,Matti Schmid,76.5,7646
Hideki Matsuyama,Ben Silverman,67.6,6761
Hideki Matsuyama,Webb Simpson,79.8,7983
Hideki Matsuyama,Alex Smalley,62.8,6278
Hideki Matsuyama,Jordan Smith,55.3,5526
Hideki Matsuyama,Austin Smotherman,75.9,7593
Hideki Matsuyama,Brandt Snedeker,62.1,6209
Hideki Matsuyama,Jordan Spieth,70.5,7049
Hideki Matsuyama,Sam Stevens,73.9,7391
Hideki Matsuyama,Sepp Straka,71.1,7113
Hideki Matsuyama,Kevin Streelman,66.8,6685
Hideki Matsuyama,Jackson Suber,58.4,5844
Hideki Matsuyama,Adam Svensson,74.9,7486
Hideki Matsuyama,Jesper Svensson,72.7,7274
Hideki Matsuyama,Nick Taylor,59.7,5974
Hideki Matsuyama,Sahith Theegala,65.2,6517
Hideki Matsuyama,Justin Thomas,48.0,4797
Hideki Matsuyama,Davis Thompson,58.9,5887
Hideki Matsuyama,Alejandro Tosti,85.1,8511
Hideki Matsuyama,Erik van Rooyen,67.9,6791
Hideki Matsuyama,John VanDerLaan,77.9,7794
Hideki Matsuyama,Karl Vilips,77.2,7725
Hideki Matsuyama,Camilo Villegas,71.5,7147
Hideki Matsuyama,Danny Walker,88.1,8807
Hideki Matsuyama,Matt Wallace,58.6,5860
Hideki Matsuyama,Vince Whaley,80.6,8061
Hideki Matsuyama,Aaron Wise,64.1,6411
Hideki Matsuyama,Dylan Wu,75.7,7565
Hideki Matsuyama,Cameron Young,47.7,4771
Hideki Matsuyama,Kevin Yu,59.1,5909
Denny McCarthy,Zach Bauchou,53.2,5320
Denny McCarthy,Christiaan Bezuidenhout,44.1,4411
Denny McCarthy,Daniel Berger,67.0,6698
Denny McCarthy,Zac Blair,40.1,4011
Denny McCarthy,Chandler Blanchet,61.3,6130
Denny McCarthy,Keegan Bradley,42.9,4294
Denny McCarthy,Michael Brennan,51.3,5128
Denny McCarthy,Brian Campbell,65.0,6498
Denny McCarthy,Rafael Campos,70.8,7077
Denny McCarthy,Ricky Castillo,52.3,5233
Denny McCarthy,Bud Cauley,38.7,3873
Denny McCarthy,Davis Chatfield,52.4,5240
Denny McCarthy,Luke Clanton,56.6,5663
Denny McCarthy,Eric Cole,48.2,4824
Denny McCarthy,Pierceson Coody,63.4,6339
Denny McCarthy,Joel Dahmen,50.0,5003
Denny McCarthy,Cam Davis,75.0,7502
Denny McCarthy,Jason Day,63.5,6349
Denny McCarthy,Zecheng Dou,60.0,5998
Denny McCarthy,Adrien Dumont de Chassart,63.3,6326
Denny McCarthy,Nick Dunlap,69.5,6945
Denny McCarthy,Nico Echavarria,49.8,4984
Denny McCarthy,Austin Eckroat,57.8,5785
Denny McCarthy,Harris English,47.3,4728
Denny McCarthy,Tony Finau,61.3,6126
Denny McCarthy,Patrick Fishburn,54.1,5408
Denny McCarthy,Steven Fisk,64.4,6442
Denny McCarthy,Alex Fitzpatrick,36.6,3659
Denny McCarthy,Brice Garnett,56.9,5685
Denny McCarthy,Ryan Gerard,37.8,3779
Denny McCarthy,Doug Ghim,40.7,4074
Denny McCarthy,Lucas Glover,54.0,5397
Denny McCarthy,Max Greyserman,62.1,6208
Denny McCarthy,Ben Griffin,37.4,3743
Denny McCarthy,Lanto Griffin,63.3,6330
Denny McCarthy,Emiliano Grillo,41.1,4106
Denny McCarthy,Harry Hall,64.9,6493
Denny McCarthy,Brian Harman,42.2,4220
Denny McCarthy,Garrick Higgo,68.9,6885
Denny McCarthy,Joe Highsmith,67.9,6793
Denny McCarthy,Kensei Hirata,72.9,7286
Denny McCarthy,Ryo Hisatsune,49.5,4946
Denny McCarthy,Lee Hodges,48.5,4853
Denny McCarthy,Rico Hoey,56.2,5617
Denny McCarthy,Tom Hoge,56.1,5612
Denny McCarthy,Rasmus Hojgaard,65.2,6522
Denny McCarthy,Billy Horschel,50.6,5062
Denny McCarthy,Beau Hossler,51.7,5175
Denny McCarthy,Mark Hubbard,58.3,5826
Denny McCarthy,Mackenzie Hughes,51.7,5174
Denny McCarthy,Sungjae Im,51.6,5156
Denny McCarthy,Stephan Jaeger,65.9,6590
Denny McCarthy,Ben James,46.6,4657
Denny McCarthy,Takumi Kanaya,58.1,5806
Denny McCarthy,Jeffrey Kang,64.3,6432
Denny McCarthy,Johnny Keefer,52.9,5292
Denny McCarthy,Michael Kim,50.1,5012
Denny McCarthy,Tom Kim,35.6,3563
Denny McCarthy,Chris Kirk,54.7,5469
Denny McCarthy,Patton Kizzire,88.1,8810
Denny McCarthy,Brooks Koepka,51.1,5112
Denny McCarthy,Ben Kohles,34.2,3424
Denny McCarthy,Jackson Koivun,37.3,3725
Denny McCarthy,Matt Kuchar,44.4,4437
Denny McCarthy,Christo Lamprecht,89.6,8957
Denny McCarthy,Hank Lebioda,66.8,6680
Denny McCarthy,Haotong Li,70.5,7048
Denny McCarthy,David Lipsky,55.9,5592
Denny McCarthy,Luke List,60.0,5997
Denny McCarthy,Justin Lower,61.9,6192
Denny McCarthy,Peter Malnati,75.2,7516
Denny McCarthy,Hideki Matsuyama,38.6,3864
Denny McCarthy,Matt McCarty,55.6,5562
Denny McCarthy,Max McGreevy,49.9,4990
Denny McCarthy,Maverick McNealy,48.8,4878
Denny McCarthy,Mac Meissner,45.8,4583
Denny McCarthy,Keith Mitchell,49.3,4928
Denny McCarthy,Taylor Moore,62.2,6222
Denny McCarthy,William Mouw,53.2,5323
Denny McCarthy,Rasmus Neergaard-Petersen,49.9,4987
Denny McCarthy,Alex Noren,51.7,5166
Denny McCarthy,Andrew Novak,59.7,5972
Denny McCarthy,Pontus Nyholm,69.6,6965
Denny McCarthy,Thorbjorn Olesen,66.4,6639
Denny McCarthy,John Parry,59.7,5974
Denny McCarthy,Matthieu Pavon,64.7,6473
Denny McCarthy,Taylor Pendrith,64.5,6455
Denny McCarthy,Marco Penge,53.1,5307
Denny McCarthy,Chandler Phillips,54.4,5442
Denny McCarthy,J.T. Poston,41.6,4161
Denny McCarthy,Aldrich Potgieter,66.3,6629
Denny McCarthy,Seamus Power,59.9,5992
Denny McCarthy,Andrew Putnam,52.9,5285
Denny McCarthy,Aaron Rai,37.7,3774
Denny McCarthy,Chad Ramey,73.5,7354
Denny McCarthy,Davis Riley,68.1,6813
Denny McCarthy,Patrick Rodgers,72.0,7202
Denny McCarthy,Kevin Roy,60.6,6058
Denny McCarthy,Marcelo Rozo,68.1,6810
Denny McCarthy,Adrien Saddier,61.8,6182
Denny McCarthy,Gordon Sargent,69.4,6940
Denny McCarthy,Adam Schenk,71.5,7146
Denny McCarthy,Matti Schmid,66.7,6673
Denny McCarthy,Ben Silverman,56.7,5668
Denny McCarthy,Webb Simpson,70.8,7078
Denny McCarthy,Alex Smalley,51.5,5149
Denny McCarthy,Jordan Smith,43.8,4378
Denny McCarthy,Austin Smotherman,66.1,6611
Denny McCarthy,Brandt Snedeker,50.8,5077
Denny McCarthy,Jordan Spieth,59.9,5986
Denny McCarthy,Sam Stevens,63.8,6376
Denny McCarthy,Sepp Straka,60.6,6059
Denny McCarthy,Kevin Streelman,55.8,5584
Denny McCarthy,Jackson Suber,47.0,4698
Denny McCarthy,Adam Svensson,64.9,6486
Denny McCarthy,Jesper Svensson,62.4,6241
Denny McCarthy,Nick Taylor,48.3,4832
Denny McCarthy,Sahith Theegala,54.0,5403
Denny McCarthy,Justin Thomas,36.7,3671
Denny McCarthy,Davis Thompson,47.4,4743
Denny McCarthy,Alejandro Tosti,77.4,7741
Denny McCarthy,Erik van Rooyen,57.0,5701
Denny McCarthy,John VanDerLaan,68.5,6849
Denny McCarthy,Karl Vilips,67.7,6766
Denny McCarthy,Camilo Villegas,61.0,6097
Denny McCarthy,Danny Walker,81.3,8132
Denny McCarthy,Matt Wallace,47.2,4715
Denny McCarthy,Vince Whaley,71.7,7173
Denny McCarthy,Aaron Wise,52.9,5290
Denny McCarthy,Dylan Wu,65.8,6578
Denny McCarthy,Cameron Young,36.5,3646
Denny McCarthy,Kevin Yu,47.7,4766
Matt McCarty,Zach Bauchou,47.6,4756
Matt McCarty,Christiaan Bezuidenhout,38.6,3860
Matt McCarty,Daniel Berger,61.7,6171
Matt McCarty,Zac Blair,34.8,3476
Matt McCarty,Chandler Blanchet,55.8,5579
Matt McCarty,Keegan Bradley,37.5,3748
Matt McCarty,Michael Brennan,45.6,4564
Matt McCarty,Brian Campbell,59.6,5962
Matt McCarty,Rafael Campos,65.7,6574
Matt McCarty,Ricky Castillo,46.7,4669
Matt McCarty,Bud Cauley,33.4,3344
Matt McCarty,Davis Chatfield,46.8,4677
Matt McCarty,Luke Clanton,51.0,5101
Matt McCarty,Eric Cole,42.6,4264
Matt McCarty,Pierceson Coody,58.0,5795
Matt McCarty,Joel Dahmen,44.4,4440
Matt McCarty,Cam Davis,70.3,7032
Matt McCarty,Jason Day,58.1,5806
Matt McCarty,Zecheng Dou,54.4,5444
Matt McCarty,Adrien Dumont de Chassart,57.8,5782
Matt McCarty,Nick Dunlap,64.3,6433
Matt McCarty,Nico Echavarria,44.2,4422
Matt McCarty,Austin Eckroat,52.3,5226
Matt McCarty,Harris English,41.7,4170
Matt McCarty,Tony Finau,55.8,5575
Matt McCarty,Patrick Fishburn,48.4,4845
Matt McCarty,Steven Fisk,59.0,5903
Matt McCarty,Alex Fitzpatrick,31.4,3142
Matt McCarty,Brice Garnett,51.2,5124
Matt McCarty,Ryan Gerard,32.5,3255
Matt McCarty,Doug Ghim,35.4,3536
Matt McCarty,Lucas Glover,48.3,4834
Matt McCarty,Max Greyserman,56.6,5660
Matt McCarty,Ben Griffin,32.2,3220
Matt McCarty,Lanto Griffin,57.9,5786
Matt McCarty,Emiliano Grillo,35.7,3567
Matt McCarty,Harry Hall,59.6,5957
Matt McCarty,Brian Harman,36.8,3676
Matt McCarty,Garrick Higgo,63.7,6369
Matt McCarty,Joe Highsmith,62.7,6271
Matt McCarty,Kensei Hirata,68.0,6798
Matt McCarty,Ryo Hisatsune,43.8,4384
Matt McCarty,Lee Hodges,42.9,4293
Matt McCarty,Rico Hoey,50.6,5055
Matt McCarty,Tom Hoge,50.5,5050
Matt McCarty,Rasmus Hojgaard,59.9,5986
Matt McCarty,Billy Horschel,45.0,4499
Matt McCarty,Beau Hossler,46.1,4611
Matt McCarty,Mark Hubbard,52.7,5268
Matt McCarty,Mackenzie Hughes,46.1,4611
Matt McCarty,Sungjae Im,45.9,4593
Matt McCarty,Stephan Jaeger,60.6,6058
Matt McCarty,Ben James,41.0,4100
Matt McCarty,Takumi Kanaya,52.5,5247
Matt McCarty,Jeffrey Kang,58.9,5893
Matt McCarty,Johnny Keefer,47.3,4728
Matt McCarty,Michael Kim,44.5,4449
Matt McCarty,Tom Kim,30.5,3051
Matt McCarty,Chris Kirk,49.1,4906
Matt McCarty,Patton Kizzire,85.0,8505
Matt McCarty,Brooks Koepka,45.5,4549
Matt McCarty,Ben Kohles,29.2,2921
Matt McCarty,Jackson Koivun,32.0,3204
Matt McCarty,Matt Kuchar,38.9,3885
Matt McCarty,Christo Lamprecht,86.8,8678
Matt McCarty,Hank Lebioda,61.5,6153
Matt McCarty,Haotong Li,65.4,6542
Matt McCarty,David Lipsky,50.3,5030
Matt McCarty,Luke List,54.4,5443
Matt McCarty,Justin Lower,56.4,5644
Matt McCarty,Peter Malnati,70.5,7047
Matt McCarty,Hideki Matsuyama,33.4,3336
Matt McCarty,Denny McCarthy,44.4,4438
Matt McCarty,Max McGreevy,44.3,4428
Matt McCarty,Maverick McNealy,43.2,4317
Matt McCarty,Mac Meissner,40.3,4028
Matt McCarty,Keith Mitchell,43.7,4366
Matt McCarty,Taylor Moore,56.7,5674
Matt McCarty,William Mouw,47.6,4760
Matt McCarty,Rasmus Neergaard-Petersen,44.2,4424
Matt McCarty,Alex Noren,46.0,4603
Matt McCarty,Andrew Novak,54.2,5416
Matt McCarty,Pontus Nyholm,64.5,6454
Matt McCarty,Thorbjorn Olesen,61.1,6109
Matt McCarty,John Parry,54.2,5419
Matt McCarty,Matthieu Pavon,59.3,5935
Matt McCarty,Taylor Pendrith,59.2,5916
Matt McCarty,Marco Penge,47.4,4744
Matt McCarty,Chandler Phillips,48.8,4878
Matt McCarty,J.T. Poston,36.2,3620
Matt McCarty,Aldrich Potgieter,61.0,6099
Matt McCarty,Seamus Power,54.4,5438
Matt McCarty,Andrew Putnam,47.2,4722
Matt McCarty,Aaron Rai,32.5,3250
Matt McCarty,Chad Ramey,68.7,6872
Matt McCarty,Davis Riley,62.9,6292
Matt McCarty,Patrick Rodgers,67.1,6708
Matt McCarty,Kevin Roy,55.1,5506
Matt McCarty,Marcelo Rozo,62.9,6290
Matt McCarty,Adrien Saddier,56.3,5633
Matt McCarty,Gordon Sargent,64.3,6427
Matt McCarty,Adam Schenk,66.5,6648
Matt McCarty,Matti Schmid,61.4,6145
Matt McCarty,Ben Silverman,51.1,5107
Matt McCarty,Webb Simpson,65.7,6575
Matt McCarty,Alex Smalley,45.9,4586
Matt McCarty,Jordan Smith,38.3,3829
Matt McCarty,Austin Smotherman,60.8,6079
Matt McCarty,Brandt Snedeker,45.1,4514
Matt McCarty,Jordan Spieth,54.3,5431
Matt McCarty,Sam Stevens,58.3,5834
Matt McCarty,Sepp Straka,55.1,5506
Matt McCarty,Kevin Streelman,50.2,5022
Matt McCarty,Jackson Suber,41.4,4141
Matt McCarty,Adam Svensson,59.5,5949
Matt McCarty,Jesper Svensson,56.9,5694
Matt McCarty,Nick Taylor,42.7,4272
Matt McCarty,Sahith Theegala,48.4,4839
Matt McCarty,Justin Thomas,31.5,3152
Matt McCarty,Davis Thompson,41.8,4184
Matt McCarty,Alejandro Tosti,72.9,7294
Matt McCarty,Erik van Rooyen,51.4,5140
Matt McCarty,John VanDerLaan,63.3,6331
Matt McCarty,Karl Vilips,62.4,6243
Matt McCarty,Camilo Villegas,55.5,5545
Matt McCarty,Danny Walker,77.3,7728
Matt McCarty,Matt Wallace,41.6,4157
Matt McCarty,Vince Whaley,66.8,6676
Matt McCarty,Aaron Wise,47.3,4727
Matt McCarty,Dylan Wu,60.4,6045
Matt McCarty,Cameron Young,31.3,3129
Matt McCarty,Kevin Yu,42.1,4207
Max McGreevy,Zach Bauchou,53.3,5329
Max McGreevy,Christiaan Bezuidenhout,44.2,4420
Max McGreevy,Daniel Berger,67.1,6707
Max McGreevy,Zac Blair,40.2,4020
Max McGreevy,Chandler Blanchet,61.4,6139
Max McGreevy,Keegan Bradley,43.0,4304
Max McGreevy,Michael Brennan,51.4,5137
Max McGreevy,Brian Campbell,65.1,6507
Max McGreevy,Rafael Campos,70.9,7085
Max McGreevy,Ricky Castillo,52.4,5243
Max McGreevy,Bud Cauley,38.8,3883
Max McGreevy,Davis Chatfield,52.5,5250
Max McGreevy,Luke Clanton,56.7,5672
Max McGreevy,Eric Cole,48.3,4834
Max McGreevy,Pierceson Coody,63.5,6348
Max McGreevy,Joel Dahmen,50.1,5012
Max McGreevy,Cam Davis,75.1,7510
Max McGreevy,Jason Day,63.6,6358
Max McGreevy,Zecheng Dou,60.1,6007
Max McGreevy,Adrien Dumont de Chassart,63.3,6335
Max McGreevy,Nick Dunlap,69.5,6954
Max McGreevy,Nico Echavarria,49.9,4994
Max McGreevy,Austin Eckroat,57.9,5794
Max McGreevy,Harris English,47.4,4738
Max McGreevy,Tony Finau,61.4,6135
Max McGreevy,Patrick Fishburn,54.2,5418
Max McGreevy,Steven Fisk,64.5,6451
Max McGreevy,Alex Fitzpatrick,36.7,3668
Max McGreevy,Brice Garnett,56.9,5695
Max McGreevy,Ryan Gerard,37.9,3788
Max McGreevy,Doug Ghim,40.8,4083
Max McGreevy,Lucas Glover,54.1,5407
Max McGreevy,Max Greyserman,62.2,6217
Max McGreevy,Ben Griffin,37.5,3752
Max McGreevy,Lanto Griffin,63.4,6339
Max McGreevy,Emiliano Grillo,41.2,4116
Max McGreevy,Harry Hall,65.0,6502
Max McGreevy,Brian Harman,42.3,4230
Max McGreevy,Garrick Higgo,68.9,6894
Max McGreevy,Joe Highsmith,68.0,6801
Max McGreevy,Kensei Hirata,72.9,7294
Max McGreevy,Ryo Hisatsune,49.6,4956
Max McGreevy,Lee Hodges,48.6,4863
Max McGreevy,Rico Hoey,56.3,5626
Max McGreevy,Tom Hoge,56.2,5621
Max McGreevy,Rasmus Hojgaard,65.3,6531
Max McGreevy,Billy Horschel,50.7,5071
Max McGreevy,Beau Hossler,51.8,5184
Max McGreevy,Mark Hubbard,58.4,5836
Max McGreevy,Mackenzie Hughes,51.8,5184
Max McGreevy,Sungjae Im,51.7,5166
Max McGreevy,Stephan Jaeger,66.0,6599
Max McGreevy,Ben James,46.7,4666
Max McGreevy,Takumi Kanaya,58.2,5815
Max McGreevy,Jeffrey Kang,64.4,6441
Max McGreevy,Johnny Keefer,53.0,5302
Max McGreevy,Michael Kim,50.2,5021
Max McGreevy,Tom Kim,35.7,3572
Max McGreevy,Chris Kirk,54.8,5479
Max McGreevy,Patton Kizzire,88.1,8814
Max McGreevy,Brooks Koepka,51.2,5122
Max McGreevy,Ben Kohles,34.3,3433
Max McGreevy,Jackson Koivun,37.3,3734
Max McGreevy,Matt Kuchar,44.5,4446
Max McGreevy,Christo Lamprecht,89.6,8962
Max McGreevy,Hank Lebioda,66.9,6689
Max McGreevy,Haotong Li,70.6,7056
Max McGreevy,David Lipsky,56.0,5602
Max McGreevy,Luke List,60.1,6007
Max McGreevy,Justin Lower,62.0,6202
Max McGreevy,Peter Malnati,75.2,7523
Max McGreevy,Hideki Matsuyama,38.7,3873
Max McGreevy,Denny McCarthy,50.1,5010
Max McGreevy,Matt McCarty,55.7,5572
Max McGreevy,Maverick McNealy,48.9,4888
Max McGreevy,Mac Meissner,45.9,4593
Max McGreevy,Keith Mitchell,49.4,4937
Max McGreevy,Taylor Moore,62.3,6231
Max McGreevy,William Mouw,53.3,5333
Max McGreevy,Rasmus Neergaard-Petersen,50.0,4996
Max McGreevy,Alex Noren,51.8,5176
Max McGreevy,Andrew Novak,59.8,5981
Max McGreevy,Pontus Nyholm,69.7,6973
Max McGreevy,Thorbjorn Olesen,66.5,6648
Max McGreevy,John Parry,59.8,5983
Max McGreevy,Matthieu Pavon,64.8,6482
Max McGreevy,Taylor Pendrith,64.6,6464
